"text","rating","bahasa"
"After the nonstop action of the first film, this sees its star out of the claustrophobic building of doom and undercover in prison as part of a mission to dismantle the crime syndicate.  The fight choreography in this one is even more complex and impressive than what the first film was famous for. The story itself is your basic one vs all undercover cop story, but the action is on another level with the beautiful brutality of everything going on. Awe inspiring.",7,"english"
"The action scenes are SO GOOD! I really wish that Hollywood filmmakers would learn from films like The Raid and The Raid 2 because no one wants to watch an action movie with shaky cam and 163 cuts every second. We actually want to be able to see what is happening on screen.",8,"english"
"I am blown away. What an incredible, over-the-top tour de force. I don't think I fully realized what ""good fight choreography"" was until I saw this. What an absurdly good film.  Here is a summation, briefly, of the thoughts I had during this film:  This is a movie full of Fucked Up Guys. I love every single one of them. Some of them have actual pathos. All of them are fucking incredible. All of them make me feel like this…",9,"english"
"The Raid 2 is a direct improvement upon every single facet of its predecessor (and that is high praise given that The Raid Redemption is such a solid film). The cinematography is far more vibrant and includes dazzling long shots. The direction is even more fluid and dynamic which complements the fight choreography to an even higher degree than what I would think is possible. The editing is also even tighter than the first and keeps the tension high. The…",10,"english"
"Gareth Evans philosophy of shooting action like a horror movie pays off again here, much more stylised with a bigger budget to boot, The Raid 2 is a 2 and 1/2 long master class of action. My biggest grievance is the plot, losing the tight, claustrophobic atmosphere of the original, the film tries to do too much and gets bogged down from it. The deleted ‘gang war’ sequence looks and sounds just as incredible as the rest of the film…",8,"english"
"i have a block against long films. it puts me off it straight away, but i watched this in two parts and it made it a lot easier to enjoy. i would watch the first raid again, no questions asked. it’s something i know my dad would like and its fast paced and entertaining. as much as i liked this film and the fact that there was a badass woman in it for thirty seconds, i wouldn’t be inclined to…",8,"english"
"Beginning of final kitchen fight: ""It's good, but I still don't see why this is considered better...""  End of final kitchen fight: *Realize my mouth is agape* *slow claps""  ----  I still think the original Raid is a tighter, grittier, better movie overall, but some of the fights in this one reach new levels. Bravo to everyone who had to take a bump in this one...",6,"english"
"Gareth Evans, I salute you and everyone you have assembled here. A sequel on an epic scale that completely eschews the original approach in almost every way and takes the fight choreography and the art of Silat to the next level.  This is leaps and bounds ahead of the first film and while its criminal underworld setup may prove challengingly complex at first, I found it to be skillfully introduced by way of careful and deliberate exposition.  There is so…",10,"english"
"Larded up with an overly complex, vaguely novelistic crime plot that isn't nearly as interesting as writer/director Gareth Evans seems to think it is (seriously, can we get this guy to direct someone else's script?), but if I don't care about the specifics of the story, I still love the style in which it's told, especially the jumbled chronology of the long buildup to the first action scene.  And that's just a cherry on top, the real deal is that…",10,"english"
"As an Indonesian I’m in great remorse that it takes me so looong time to finally watched this bloody masterpiece! Intensely gut-wrenching and horrendously brutal!",9,"english"
"With better, more violent fight sequences than part 1, but overall a bit worse, mainly because of the uninteresting story & because 150 minutes is just wayyyy too long for this movie.  And even if the action is very well-choreographed, it does have its flaws in my opinion, because the editing & cinematography in the action sequences are mostly pretty weak. But the action is still really good, the only part of the movie which kept me entertained.  And it's also still better than the upcoming American remake for sure.",5,"english"
"Gareth Evans going from the hollow, repetitive original Raid to making the best crime film of its kind since Heat is quite the glow up.",10,"english"
"A more than worthy sequel. Same formula that worked so well for the first film is utilised again for The Raid 2. Only this time round, the characters and overall story have greater depth to them.",10,"english"
"Man, what a mixed bag for me.  On one hand, damn, the movie's story just didn't do it for me. Considering that it's two and a half hours long, that's a big issue for me.  On the other hand, BECAUSE it's so long, it gives you a lot more action scenes than the first film, and not only are there more of them, but they're even better than the first.  Seriously, these are some of the most white-knuckled action scenes ever put on screen. If you have the time and you like martial arts films, I can't NOT recommend this movie to you.",7,"english"
"This movie made me sign up at a local martial arts gym and learn Krav Maga. Now I can break peoples elbows too.  An absolutely brilliant fight movie. I kid you not when I say the choreography in this movie is truly insane in every way. Its amazing to see what a trained killer can do to the bodies of other people. I didn't know it was possible for movies with fights to be made this well. If you like violence or the mob, you gotta watch this shit asap. Ive seen it at least a dozen times and it never gets old or less cringy.",10,"english"
"Where the first ""Raid"" film delivered a basic, but effective punch with its deliverance of so much non-stop action that it basically becomes the plot. ""The Raid 2"" comes swinging a bat with its deliverance of not only just as much, even better action sequences-- I'm talking so awesome they make your adrenaline pump!--, but a although predictable, gripping crime-story.  But honestly, given how famous both this film and 'Redemption' is nowadays among Cinephiles for their stellar, almost unreal fighting…",8,"english"
"The Raid 2 did it again! Rama's back and this time... he's got less hair!  There's some fantastic use of space, use of slow-motion, the colouring is sublime and there are fantastic aerial shots. The director uses a perfect sense of 'build-up' so that just before every action piece implodes onto the screen you see yourself rising slightly in your seat, taking a deep breath in, clenching your sweaty palms into fists and yelling OOOOH YEIIIIAAAAH BOIIIIIIYYYY IT'S BOUT TO…",8,"english"
"Can a film be a gritty, epic crime drama AND a ridiculously over-the-top action film with cartoonish villains? Judging by The Raid 2... maybe?  This is a weird one. It seems to spend the first hour or so begging you to take it seriously, then suddenly there's a parade of comic-book weirdos lining up to fight our hero; it sort of feels like if the undercover cop in The Departed suddenly found out that he was facing off against The…",7,"english"
"It's all just too much. Sure, the choreography is spectacular, the camera work is slick and it feels just as bone crunching as the first film, but, unlike the The Raid, the character goals here are disjointed and lost in a myriad of double crosses, all of which unfold in fight scenes. There are attempts at characterisation but our undercover cop, Rama, disappears from view for significant portions of running time and when he is on screen (and not fighting)…",6,"english"
"Same review. How could it be any different.  Hammer chic and Baseball boy..... Koso , The guy who didn't,couldn't,wouldn't die in raid 1...... The Hand-Sickle Motherfucker...... Rama , The Fucking god.... [ Pun unintended ] Punching the SHIT out of the wall... Kurt Cobain style death. Shotgun Dickhead who shoots his own Father. Undercover Naked scene.[ Pun unintended ] Each Character could make his/her own story.  GARETH EVANS is Declared a GOD.  A big FUCK YOU to Hollywood Action movies. I LOVE it. Getting Married to it. Sleeping with it. Forever. Forever. Until Raid 3.",10,"english"
"A 2.5 hr ass kicking, limb snapping, tendon slicing, jugular ripping extravaganza. Breaking free of the confines of the tight narrative of the first film, The Raid 2 and its super hero, 'Rama' (Iko Uwais) go bigger in every way. The plot is just a staging for the incredible and intense action, and taking Rama into a number of different locations allows for some spectacular sequences the corridors of The Raid: Redemption didn't allow for. Any criticisms about plot or…",8,"english"
"Just as good as the first film. Violent, brutal, and entertaining.",8,"english"
"A little talky - probably could have skipped some of plot development and shaved off a good twenty minutes - but otherwise delivers scene after scene of absolute joy. Beautifully brutal.",9,"english"
"Taken on its own, The Raid 2 is a better-than-average action flick with delusions of crime saga grandeur. As a sequel to one of the best action films of this century, it suffers. Beefing up the dialogue and characterisations feels overly reactionary to the criticisms leveled at the original, which was almost perfect as it stood. So instead of a stripped back action masterpiece, we're left with a Godfather-wannabe, albeit with some incredible action scenes. Too bad the best of those is the brawl in the prison yard - a fight scene never equaled through the rest of the film.",7,"english"
"One of those rare movies where the second movie is better than the first. A bloody, exciting, adrenaline rush filled romp that will leave you feeling drained right along with the films star by the end. Iko Uwais is a force to be reckoned with and I expect bigger and better things from him in the future, after watching this movie I am now a huge fan.",10,"english"
"While it will be a delight to see Gareth Evans return again to finish the trilogy I have to say that I can't wait to see him tackle something in a new world. The talent he displays in The Raid 2 is phenomenal, the visuals, the editing, the inventive structure of scenes and the pacing, the style, the audio, the incredible way the film builds and builds without ever feeling laboured or repetitive - it's a film made by a…",10,"english"
"MOVIE A DAY FOR A YEAR - DAY 135  I've been waiting to see The Raid 2 for quite some time. I absolutely loved the first one, and based on what I had read prior to seeing the sequel, was that it is better in every way. I wholeheartedly agree with this statement. The new installment of The Raid franchise is one of the best action films that I have ever seen in my life. The story is solid, the…",10,"english"
"I absolutely loved The Raid 2 and still do. The action scenes blow me away, leaving me exhausted afterwards (that's a good thing, trust me).",10,"english"
"Finally, I get to see Gareth Evans' much talked about sequel to the 2011 action masterpiece 'The Raid'. This one is bigger, bloodier and even more brutal than the first, but it is also somewhat bloated, with a crime family storyline that I never much cared for. Evans' ambition is admirable, but the film doesn't hold together as well as its predecessor.  This is clearly not a negative review, though. Although my rating does not quite reflect greatness, there are…",8,"english"
"Look, I know its not balls-out 100% action like the first one. Yeah, I know its long. But don't worry. There is enough story to keep this savage 150 minute gem from ever getting boring. The action's as clean as Issac Florentine, yet, somehow hectic at the same time. Its simply beautiful to watch. Even if I haven't seen this many brutal head wounds since 'Night of the Creeps'. Also, everything is a weapon.",8,"english"
"Easily one of my favorite films this year thus far. One of the best action movies I've ever seen. The Raid: Redemption was a surprise for me, and I really enjoyed it. This one though? Better than its predecessor in every single way.  At about 2 and a half hours long, it never slowed for me. The plot was actually interesting this time around, dealing with inter-gang conflicts and father-son relationships. The plot can get a bit hard to follow…",10,"english"
"For me, The Raid: Redemption was one of the greatest action movie experiences I have ever had. The fights, and action were unlike anything my eyes have witnessed before, and the just the mere talk of a sequel gave me goosebumps! My thoughts on the sequel will most definitely defer from most, but I am totally fine with that. Having said that, I liked the movie, but I didn't love this one. Ok....close your mouth, and allow me to explain.…",5,"english"
"One of the most enthralling action films i have seen in years, ""The Raid 2"" could be one of the best of it's kind. It never creases to be fuel with energy throughout it's entire running time, and the action scenes are spectacular. Brilliantly shot, and edited, they are so full of passion, and creativity. As a director, Gareth Evans has knock it out of the park, and I am more than excited for his future projects.",9,"english"
"How do you top something like ""The Raid""? It's simple - you don't. How do you take the spirit and claustrophobia of the first one and make it better? You don't, and that's the best thing Evans could have done. I'm actually glad that this film doesn't perpetuate the style of the first one and takes the action in a completely different direction. There's still a good amount of martial arts and epic fight scenes where you could only wonder,…",9,"english"
"Dear Hollywood,  Hire Gareth Evans to direct/write/edit any action film ever made from here on out. The dude is mind-blowingly talented.  Sincerely, Everyone Who Loves Movies  The Raid 2 contains the following:  *The best car chase I've ever seen put to film.  *The best fight choreography I've ever seen put to film.  *The best hand-to-hand combat sequence I've ever seen put to film.  *The best use of a hammer I've ever seen put to film. (Oldboy gives it a run…",10,"english"
"Hammer girl, she has hammers. while hammering away dudes in suits I was masturbating quietly up in the balcony in my boots. Normally I would jerk off to naked boobs but I can't even look at a fucking hammer ever again without reaching down my fucking pants and spanking the monkey. I can't go to Home Depot now, FUCK!!!!!",10,"english"
"I would have posted this review a little sooner but to be honest, I was sitting here thinking both how to properly rate it and what to say about it without ranting and raving for paragraphs or coming off like a lunatic or having this be too long for most people to want to read. That probably will happen anyway... or maybe this will just get ignored because people will either think I'm a hipster contrarian, a clueless idiot who…",5,"english"
"Ok, I'm more composed now. Slept it off. Went for a nice drive. Contemplated what I saw. And I can say with out any doubt that this is staying at five stars. I wasn't sure if I would start having second thoughts, but nothing has risen up. No cynicism or anything to bring me down.  I had a friend call me and before he could even bring up his reason for calling I had the urge to rant for five…",10,"english"
"Any good sequel has to step things up to be truly memorable and thankfully the raid 2 dutifully obliges ramping things way above what went before for for a breathless ride that may very well be the action film of the year.  Plot wise this is a step up from last time, more of an open world this time for Rama to explore as he is put undercover in the criminal underworld where many surprises lay in wait. Much more…",9,"english"
"I do shit like this waiting infront of the microwave at like 2 am every night",8,"english"
"More convoluted and dumber than the first movie, the narrative of this one is straight up bad. There's like 5 characters that really didn't need to be there as well as half an hour that could've just been cut. The action scenes are better than the original, but that comes with the bigger budget, which unfortunately just leads to the non action parts of the film being bloated and boring. The Raid shouldn't have had a sequel.",7,"english"
"I have been saying it for years both in person & on my YouTube channel: The Raid 2 is The Greatest Action Film that I have ever seen. Complex, graphic, intense, bloody, unpredictable & well choreographed action scenes permeate throughout the 150 minute run time. Set pieces that feel fresh. We have action set pieces that take place in a kitchen, bathroom, prison yard, restaurant, etc. The characters feel in danger, have depth to them & have interesting arcs. The story itself is a hardcore…",10,"english"
"🔙 The Raid (2011) 🔜 A Fistful of Finger (1995)  Not even close to being one of the best action films of all time. It has an inconsistent pacing, but the action sequences save the entirety of the film. Even though it could be tiring. If I were to choose one of the two Raid films, I'd say the first one.  Final Verdict: C",6,"english"
"Delightfully brutal.  Had a lot of fun watching people getting maimed.",8,"english"
"No... I'm done.  While not as good as the original, The Raid 2 is still great action movie. Taking what made the first movie amazing (the action) and taking it way bigger in scope, which works for the most part. That being said most of the action scenes that are great, but not flipping amazing like the entire runtime of The Raid. That that being said there are two JAW DROPPING FREAKING SPECTACULAR action scenes in The Raid 2, the prison…",9,"english"
"Pardon me if I come across like a 12-year old fanboy in this review but, let's face it, the stunt men and women whom worked on this martial arts tour de force deserve an oscar all their own. Who the fuck rated this shit with one star?  The Raid 2 starts off just after the first one ends and builds brilliantly upon what the original established. If there was a flaw with the first film, it was its paper-thin story.…",8,"english"
"It's been a few days since I've posted a review, and you can attribute that to the start of college. I've also been churning through episodes of The Leftovers and Masters of Sex, trying to catch up. It also didn't help that Telltale decided to drop the final episode of their brilliant The Walking Dead game. Anyways, I managed to find some time to day to sit down and re-watch one of my favorite films this year, and it only…",10,"english"
"I don't even think it's a case of too high expectations. This wouldn't have worked for me even if people hadn't been praising it to high heaven. The Godfather of action movies? Come on.. The story is so standard it hurts. That doesn't have to be a problem though. I can get on the wagon that says this is all about the action, but let's be realistic here.  Action films are not made for 2,5 hour running times. And please,…",5,"english"
"Wow. That's all I can really say at this point. Wow. THE RAID 2 showed me violence I never dreamt possible. I am now 100 % a desensitized husk of a human and I'm OK with that. The film is of course a non-stop barrage of astonishing fight scenes - bloodier, more ferocious and inventive than the first film's - but it has all that plus a great plot and well-developed characters. This is a game changer in the action genre, folks.",9,"english"
"I went into this expecting The Raid and though I didn't get that, this is still a well-crafted film. The shots and scenes are gorgeous and the fight scenes are intricate. However, for some reason the pace of the film was off. Each fight felt like it was 3 times as long as it actually was and the film felt like it took forever to get through. As a crime film it's pretty decent, but I vastly preferred the lower budget and simplified first film.",7,"english"
"No such thing as a clean war.  (Watched with mum, she loved it unsurprisingly).",10,"english"
"One of the greatest action films I’ve ever seen in my life, just absolutely fucking CRAZY.    Iko Uwais is absolutely unstoppable as Rama as we see him go deep undercover this time around and holy fuck does Gareth Evans direct and edit the fuck outta this movie, it’s genuinely one of the most impressively entertaining films I’ve seen in a while and it manages to go bigger and bolder than the first with an even longer run time of 150 minutes with even better fight sequences than the first which I thought was impossible.    A perfect movie",10,"english"
"THE RAID 2: BERANDAL is a viscous, bloody, and nonstop action!  I didn’t like this story as much as I liked the first one, but that doesn’t stop this from being a great movie. This is filled with the best choreography and fight scenes I’ve ever seen. The last hour of the movie is nonstop action and my eyes were glued to the screen. The kitchen scene specifically was pure cinematic crack. Not to mention, some of the best camerawork…",8,"english"
"The Raid 2 is an upgrade to it’s predecessor in almost every way. The action-choreography somehow got even better, the fights are more intense, and the story is better ten-fold. The first film had a simple story serving the purpose of a fight gauntlet, whilst the second genuinely focused on a story more than that, and the last 40 minutes is flawless action filmmaking. A must watch if you enjoy the genre.",10,"english"
"When I watched The Raid in late 2021, I had high praise for it and wanted to watch its sequel soon after. That ended up not happening - which may be one of the biggest mistakes I’ve made in my entire cinema career.  Now I loved the first movie, and thought it was a masterpiece (my review made moments after viewing make that clear), but I thought it was missing something. There’s no denying the movie is an action spectacle with…",9,"english"
"Fucking incredible movie",10,"english"
"The Raid 2 is a much more personal affair than The Raid, leaning more into gang politics and police corruption, because of this it is at some points a lot slower than it's predecessor.  The action however is insane and a massive step up from the first movie in every way, each fight scene is masterful, some even lasting several minutes, the entire final half an hour consists of video game-esque boss fights back to back and it's just so much fun.  Raid 3 when, Gareth?",9,"english"
"My favourite gesture to the genre here is when a large item is thrown as a quick distraction; completely missing the henchmen but scaring them like ten steps back anyway.",8,"english"
"Only these two movies can make me laugh and feel absolutely horrified at the same time. Basically a perfect action movie. Can't think of anything else I could have asked from it.",10,"english"
"It makes me very happy that the team behind The Raid 2: Berandal went to such great lengths to make all this silat fighting feel oh so very real and still ended up with characters named Hammer Girl (Julie Estelle) and Baseball Bat Man (Very Tri Yulisman). I mean, the fighting is absolutely electric, so they did a great job, but still. And also, an origin story movie for Baseball Bat Man, please and thank you.  I confess to getting…",7,"english"
"This is literally the pinnacle of cinema",10,"english"
"YESSSSSSSSIR  The Raid 2 is fucking incredible. The action choreography is truly unbelievable, there's fight scenes that are minutes long with no cuts and that fucking rules.  Banger from start to finish.",9,"english"
"this man is singlehandedly responsible for jakarta's mortality rate",7,"english"
"I wait patiently for The Raid 3 to be announced.",10,"english"
"I don’t say this lightly, The Raid 2 is a masterpiece in every sense of the word. This film was made for me. Gareth Evans took the groundwork from the first and adds more style and substance.   The action is what has become the standard. Every action movie that I watch now I instantly compare it to the Raid franchise. It’s one of those movies that after every rewatch I have a new favorite sequence, which rarely happens for me.…",10,"english"
"The first time I got to see The Raid 2 was a screening in March 2014, a cinema experience that has stuck with me for two notable reasons. The first was the two guys sat behind me. As soon as the first piece of dialogue began, right at the start of the film, one turned to the other and griped, ""You never said this was going to be in Spanish!"" and left before the opening title card (which is awesome,…",10,"english"
"The sequel to the well-received THE RAID: REDEMPTION, THE RAID 2 is one of the rare sequels that surpasses the original in every department. The story, unlike its predecessor, is grand in size and scope. Instead of being confined to a single location, Iko Uwais' Rama is sent undercover to ferret out corrupt cops who are being paid off by the gangsters who run the city. To do this, he gets sent to prison where he befriends the son of…",9,"english"
"Pure pain  5 movies worth of the good shit crammed into this   I don’t know what else to say about it  If you haven’t seen it yet, make it a blockbuster night bitch",10,"english"
"I think I was too hard on it the first watch, unfairly comparing it to the first. Now I’ve got more appreciation for the set design, cinematography, and story as well as the awesome fight sequences. Gave it another half star.   (On disc)",9,"english"
"This is a ACTION movie! The fight choreography and action is out of this world and the cinematography is surprisingly fantastic. The plot is simple, but more interesting than in the first one. It does stretch itself a bit sometimes, but you forget about it when you see the next fight scene. It’s highly entertaining and one of the best action movies of the last decade.",8,"english"
"The plot of the first could not possibly be simpler: the cops conduct a raid on a 20-storey building full of violent drug dealers. That's it. And it's fucking great.  So for the sequel, you might think....""Okay, you cops who survived, guess what? We have to conduct another raid. But this one is on a FIFTY-storey building! And it's not just drug dealers in there, it's....drug-dealing cannibal zombies!!!""  Ya know. Same story, but MORE. That's what I was expecting. But…",9,"english"
"Maybe this would be my favorite action movie if I didn’t watch it alone in my bed at 7:30 am",6,"english"
"Gareth Evans is supremely talented at making balletic action beautiful to watch but also feel viscerally painful in a way most action directors could never match.  He's not that talented at much ELSE, but that he is very good at.",9,"english"
"On one hand this is one of the best action movies ever made and on one hand it fails to keep me interested in anything that is happening. The first Raid was so good not only because of the action but because it was simple. It was action action and action delivered to you by mastermind Evans and the amazing stuntmen. This didn't by any means lose that action. It was in fact better in many cases. More variety and…",6,"english"
"While The Raid one gets straight to the point and into the action, The Raid 2 tells a much more in depth story about revenge and gang wars. Iko Uwais brings a surprising amount of depth to his character, building upon his morals and ideals, while the film constantly puts him in situations that would go against those very things that make him the person he is.  The plot is really good and kept me interested throughout the entire 2…",8,"english"
"Nowhere near as lean as its predecessor which is gonna bug alot of people, but the inclusion of a solid Departed-esque story and Evan’s uncanny ability to keep one-upping himself on the action makes this god-tier. Evan’s visual storytelling outside the frenetic action (striking colors, Kubrickian slow-zooms, etc) is also very impressive. A bonafide 5-banger.",10,"english"
"Nice fights to watch. The visuals are good and the acting not annoying for the most parts. What I still don't like: people waiting in the background till it's their turn to fight.",8,"english"
"a sequel that surprising lives up to the original movie's intensity",9,"english"
"This review may contain spoilers. I can handle the truth.  How to tell that Gareth Evans knows the limits of his actors:  - Rama has next to no identity crisis in this two-hour undercover cop picture a la Infernal Affairs because Iko Uwais can barely meet up to the demands of suddenly expanding his role to the outsider of a gang war.  - Prakoso has a grand total of three scenes and within only one of those scenes, gets to have enough backstory and pathos piled on him as a…",9,"english"
"The story feels a little convoluted and there isn't that much character development or established connection between Rama and Uco, but the action is just mind blowing and beautifully brutal, the score is incredible and the camerawork and choreography is impressive as hell.  It feels overly long, but MAN it's worth it for the fight scenes. That's not even to say the plot driven dialogue scenes stink, they're actually great too. I didn't watch it in shitty American dub mode…",9,"english"
"------------------------------------------------------------------------------ Day 362 of 365 of my year long challenge  Week 52: Around the World ------------------------------------------------------------------------------  The Raid was a unique, inventive and exhilarating hit. The Raid 2 is just as inventive and exhilarating but it's clearly where Welsh director Gareth Evans really wanted to go. With more plot, more fights and, well, those are pretty much everything so, more everything, The Raid 2 builds an even more violent world that just doesn't know when to quit.  Picking up 2…",8,"english"
"The Raid 2 delivers on all of the elements that made the first film great, and strives to be even more ambitious. Normally I am skeptical of any sequels, but this film is on par with the original. What we end up with is an Indonesian reimagining of the Departed with the hyperviolence and action sequences of a Mortal Kombat video game.  What I like most about Evans' directing style is how well he builds anticipation leading up to his…",8,"english"
"Paying more attention this time significantly raised my level of enjoyment. Gareth Evans knows all kinds of ways to break people's bodies.",9,"english"
"There is a ten minute fight scene that is all one shot....yeah I enjoyed this movie. While the plot is pretty basic, the action scene are so perfectly shot and so perfectly choreographed. If you like action movies then I highly recommend you watch this movie.",10,"english"
"Sorry. No.  No knowledge of how to pace a film or construct a story is evident here. 75% of these scenes have NO impact on the plot or the main character, and are simply there because car chases dur hur hur hur  Granted, the set pieces are exciting, (some overused, however) and certain action sequences are impressive, but that's all it has going for it and that doesn't make a film. With a good script and capable direction, the cast…",3,"english"
"The Raid 2 has a couple of different titles. It’s also called The Raid 2: Berandal (the title I decided to go with), and IMDb have it listed as The Raid: Retaliation. But action movie fans can just go ahead and call it the action movie of the year. Yes, I know we’re only in the fourth month, but I can’t see anything stealing the crown from this bad boy.  Everything that you’ve already heard about The Raid 2 is…",9,"english"
"Lacking the simplistic beauty of the first film was a major concern I had with this movie. However the fight choreography is brilliant and it even features some nice camera work. I'm looking forward to what Gareth Evans does next.",9,"english"
"This could have almost worked as a stand-alone film as it's very different from the first film, but it's a great follow-up at the same time. It's a little lengthy at times, but the choreography of the fight scenes are phenomenal nonetheless. The story is really strong and there's some great new characters, and the violence is even better than it was in the first film. Let's hope Gareth Evans wants to make another!",8,"english"
"Just that little bit too violent for me I think, compounded with being so long. There was a lot there to marvel at and marvel I did, its a stunning looking film incredibly choreographed but I kind of got burnt out on it before the end which didn't happen with the first one.  I can see how it surpasses the first one, I dont really have a problem with all the 5 star reviews, I think it just got a bit too much for me tonight.",7,"english"
"This had been on the to watch pile for a very, very long time, and on Blu-Ray, such a crime. Although not as urgent as it's predecessor, 'The Raid 2' commands merit for being a film of a different calibre, in it's own right.  'The Raid' was claustrophobic, anarchistic, violent, fast paced and best of all, just plain enjoyable. Although The Raid 2 failed to replicate many of these fine qualities, it created ones all of it's own. I think…",8,"english"
"When I watched The Raid it stood out from pretty much every other action film I've seen, and it featured some of the best and most authentic looking hand to hand combat I've seen in film. So how would the sequel stand up?  Very, very well! The world is expanded outside of the tower block we spend the majority of the first film in. We get a lot more actually in terms of set. But it doesn't distract.  There's more…",9,"english"
"Relentless. Chaotic. Insane. Brutal. Thrilling...... Holy shit!.... Oh my God!.......Damn!!!........ I'm running out of adjectives to describe how incredible The Raid 2 is. How is it possible that this film managed to outdo it's predecessor? How? What's your secret Gareth Evans? This review doesn't give this movie enough justice. All I can possibly say for this film is that you need to see this film immediately. See it before the year is over.  5/5",10,"english"
"This review may contain spoilers. I can handle the truth.  This is my favourite action film of all time.  Everything about it is perfect.  Its the film I have waited for since I discovered martial arts films at a young age.  Thats all I think I need to say about this film.  LONG LIVE PRAKOSO!  So I thought I could stop talking about this film but thats not working out as planned. I have to mention two scenes that I found fantastic and mesmerising. The Raid 2 was filmed immaculately.…",10,"english"
"Since everything is operating on a grander scale than in the first installment, the scenes of dialogue and longer running time are more than justified. It's also even more thrilling to watch the spectacular fight scenes take place all over the city. The fight choreography is truly amazing, and Gareth Evans knows how to work the camera in order to perfectly capture all the mayhem. He's also very skilled at getting static shots from a distance. Iko Uwais is one…",8,"english"
"Two and a half hours of glorious, ultraviolent fights. I could probably have gone for two and a half hours more of this. This is just one big bloody engine going on full throttle without looking back. Style over substance, fuck yeah. But I'll go for this style anyday.",9,"english"
"I think it's safe to say that we have no action filmmaker working today better than Gareth Evans. Right? Is that even debatable? Who else can you compare? Michael Bay substitutes true action for excessive noise and screen clutter. Ang Lee and Christopher Nolan both want to make important movies. JJ Abrams can't get his head out of his own mystery box. Justin Lin has potential, but nowhere near the pure kinetic mastery of Evans. And Zack Snyder is so…",8,"english"
"They really shot that dude in the face with a shotgun. If that doesn't earn you at least four stars, then what is any of this even all about?",8,"english"
"The most perplexingly difficult films to review are those that are at points both unequivocally jaw dropping, and at others exasperatingly prolonged. Perhaps THE RAID 2's greatest fault is taking complaints pointed at its excellent predecessor too seriously. Where that first film was propped up with minimal story and a single location, its sequel is deliriously expansive. The layered story covers everything from a dysfunctional family mob hierarchy to an all out mob war to a disastrously long, blood-soaked series…",8,"english"
"Very fun movie with incredible action scenes. Would have been so much better if they trimmed 45 minutes or so of the ""plot"" from it. But so entertaining and highly recommended.",9,"english"
"The Raid 2 is kind of like the older, taller, sexier, better looking, more mature son. Technically, better and literally larger in scope than its predecessor. But no matter how many times you try not to play favourites and how hard you try to love both equally, you know in your heart you have a favoured child - the younger, smaller, leaner one - your baby, that's The Raid for me.",8,"english"
"Replaces the lean briskness of the original with a long, operatic mob drama (I'll take the crappy deep-undercover plot line if it means nearly two solid hours of elegant skull-cracking), but sacrifices none of the expertly-crafted fight sequences. In fact, expanding the universe means expanding the sandbox, which results in truly breathtaking urban-jungle stunt work. As expected, the fights are impeccably shot and choreographed, but they're a lot wetter and a lot more brutal this time around. But Gareth Evans…",9,"english"
"Fortunately, most people in Dallas have no desire to read subtitles at the movies, so I had the entire theater all to myself. I gotta say, it was the most fun I've ever had in a long, long time.  But seriously, how was this movie made on a budget less than $10 million USD?  It's a shame this movie isn't getting a lot of attention here in the US because it is simply fantastic. In The Raid 2, Evans expands…",8,"english"
"The Raid times two.  Bigger, bloodier, longer and better than the first film.  More like Infernal Affairs this time as Rama goes undercover to bring down corrupt cops and brutal gangsters.  My only moan would be the under developed villians, Hammer Girl, Baseball Bat Man ad the Assassin, who it was hinted had back stories but we got nothing about them.",9,"english"
"It's funny how this has a running theme of characters going beyond their reach due to ambition/arrogance because that pretty much sums this up. Comparisons to Johnnie To are unfounded because To could cover the same ground in 100 minutes if he wasn't trying.  Evans is undeniably a fantastic action director, one of the best today, but my god this movie just PLODS through a boring, been-there-done-that crime story that amounts to nothing. Seriously, after spending 2+ hours building up…",0,"english"
"The Raid 2 is a bigger scale action flick than its predecessor which was already one of the greatest modern action movies available. I don't usually like to do this, but here are a list of problems I had with this sequel, despite really enjoying it and feeling overall it met my expectations.  - The fight scenes are less organic than in The Raid, the original set the story up within the first ten minutes and every action scene made…",6,"english"
"The moral of this story, less is more and bigger is not always better, is as old as the oral tradition itself, and unfortunately, in Gareth Evans follow up to his universally acclaimed action flick The Raid Redemption, it's pretty much the only coherent one being told. Naturally when you make a film that gets a 1500 percent return on its budget at the box office, money will be thrown at you to make a sequel, and you can either…",5,"english"
"That kitchen fight, twas like watching 6 rocky movies rolled into one scene on Christmas day for me to open it with joyfulness and glee. Stephen King and I agree that Hammer Girl and baseball bat guy is awesomessssssssssssss!!!!!!!",10,"english"
"Saw it again today, it's fucking phenomenal. Followed the plot better this time, still think the dude who plays Uco is outstanding. Kitchen fight will go down in history as one of the greatest fight scenes of all time.  Negatives out of the way first so I can then gush about it. The story is convoluted and clunky in places, it's completely different to the original which is not a bad thing at all. It was a badass idea to…",9,"english"
"The Raid was a brilliant action movie but at times felt like a glorified cinematic tech demo, all the action sequences were excellent but it lacked any real form of narrative or solid characters. It felt like the lead up to something incredible, The Raid 2 is that something. This isn't just one of the best of 2014 but is quite possibly the greatest action film ever made.  If the opening scene sets the tone for the rest of a…",10,"english"
"The brilliance of The Raid is that it's perfect.  I mean, that's a fact. It's a perfect movie. It strips the action film down to its basest elements, discarding all the bullshit most movies they feel they need to toss our way for respectability in favor of pure violence and style. If you dislike it (note: disliking The Raid is a totally valid opinion and you are not wrong to do so), you're aren't disliking it for anything it does.…",10,"english"
